id	filename	md5	size	state
f95d3d81-2433-4018-a042-f24b9f04946a	545f9937-b128-4f44-8b12-ded0fb79bf3f.rna_seq.augmented_star_gene_counts.tsv	b495c83f1e2ea437d2d9292e0a6dc5f5	4254208	released
1cda41ee-8fba-45c4-b1ba-14f5844ace4a	6183a6eb-8d7f-44e9-8e59-5e74ddb7426c.rna_seq.augmented_star_gene_counts.tsv	31485324c80929b58cf536aa845c687c	4241382	released
0f6c6bd3-2f1c-4358-9ce0-00cbef1693bc	fdc57820-1370-4386-af1b-35dc4ed7f2d7.rna_seq.augmented_star_gene_counts.tsv	c468e350289793432c320435642db3de	4250722	released
97df56d6-9763-4560-a585-9538af164cfe	bcedce65-8859-4161-8d62-7f701112248d.rna_seq.augmented_star_gene_counts.tsv	16242894b86ab734363d08d027f75f08	4248151	released
a3a53248-6292-412e-be21-28d6f8dc9a74	1c4d1ab3-9e95-4a14-849b-b0a2ba2b32cf.rna_seq.augmented_star_gene_counts.tsv	af43ba8d5d93a343924115f916bb5499	4226177	released
ab355a1f-46ca-43c6-a125-9a9bd55fea4f	329bb593-6a8e-4df8-837f-639279f2abf1.rna_seq.augmented_star_gene_counts.tsv	ae8907e451abb8e6180c50b91462a8a9	4243668	released
81e567b8-f914-4714-917d-df7d79d1b406	29066057-9b77-4c6a-832d-6a9fbc7e26dd.rna_seq.augmented_star_gene_counts.tsv	de5be8d2b82c01dbce3f68a0dcce4b67	4272059	released
88072165-d1e1-4336-98e9-87188c8acc9b	f16c296f-5678-4d02-80fe-1c328ae733fb.rna_seq.augmented_star_gene_counts.tsv	a82d87b5cfa87ef839efcdfb4aa798e4	4245850	released
77639238-e075-4b01-aa44-c248ad2b05e7	5acfee78-ced1-4fd5-955c-fe335d455294.rna_seq.augmented_star_gene_counts.tsv	89435477613f8084af28a2c8955e9615	4237708	released
2ea24d12-dddd-4628-ab66-5c70805b07e2	996bd4b6-e9a9-475c-8794-be2082131a9f.rna_seq.augmented_star_gene_counts.tsv	295895975153bf747282c8c1047dc1fc	4241436	released
df995d66-d541-42e4-935e-198829fbecb2	7348a0dd-4824-478c-95e9-fd7107c247b6.rna_seq.augmented_star_gene_counts.tsv	ccaa5f0e5d09de132f6164402ed99f1e	4235911	released
a3f8814b-1be9-4a0f-837d-9736315efd57	a11292a9-48f1-4f1b-89af-f43df614c024.rna_seq.augmented_star_gene_counts.tsv	5ccf1d1828ba0aadc035f3f18d597225	4248175	released
8a88c897-62f2-4079-8029-804f7d782bb7	14fe30e1-ae34-490e-a9bc-16de4e7e240e.rna_seq.augmented_star_gene_counts.tsv	523ecd1c883bc45f676b00c1ebb0a829	4257007	released
6bff99d4-8131-4e5f-8bc8-57bb4675d580	007e754d-e85c-4278-9183-382fbc61121f.rna_seq.augmented_star_gene_counts.tsv	bec0587f278b5eb75c7ab91c2a882779	4232331	released
ac55bde0-199a-410d-8127-e2ac2a320e2b	b3318acf-3b21-4d6c-beb9-0c18a18a484d.rna_seq.augmented_star_gene_counts.tsv	ffbf96e50847d45c76a702159aece835	4241718	released
8dc3309f-0346-478c-a704-872a046ff2aa	0672c617-1b52-4184-b879-87817fcc38b7.rna_seq.augmented_star_gene_counts.tsv	94f9377d0161fb6d958c6fcbe6ff433b	4245877	released
bc21ab3f-b9bb-4455-ba3b-24cb753672d6	509f3538-737d-473e-bbd7-bce8b06e3528.rna_seq.augmented_star_gene_counts.tsv	c4a0ddb3d78414612c7ed5eb8a8dfa10	4233054	released
1a8fa56b-deaf-48ac-958c-46b5c86cdb80	7cb4456f-ceb8-4251-93a5-5e4af32c3809.rna_seq.augmented_star_gene_counts.tsv	b455e7e98e776020dc58548e8cd5441e	4229427	released
74efe20f-a90d-4818-b633-9c8a100ce5a8	abf2b5e0-2003-4b5c-95e9-be2b4c4bc135.rna_seq.augmented_star_gene_counts.tsv	6eaa5b3736ac4c49e0e5597b616d1333	4246240	released
8a2ada69-c4b1-4aab-998b-dbc4ddd350d0	347df8e1-adc6-4a0f-a1b2-e620d259b487.rna_seq.augmented_star_gene_counts.tsv	5ccc23e925d8e507b8a3a1b891f80f86	4250745	released
0827512b-4fd5-405e-ba15-fb69ee8fddba	843d3266-d3bf-4193-b2cc-1146dffd81a2.rna_seq.augmented_star_gene_counts.tsv	2893ea7903af69e2570e7f205a1f8564	4233293	released
cded92df-9367-4ee5-930c-6c87bf2c8eb0	a07f82d9-44a6-41ac-97bb-52a14ba37f34.rna_seq.augmented_star_gene_counts.tsv	7108659a61a5e0cf1aa7abb4dbcdb409	4240234	released
3b38f2f6-1dc9-415f-ba13-54ecbaa82235	96f0d70a-212f-45f5-a997-b392bea009cb.rna_seq.augmented_star_gene_counts.tsv	5a2a867f3c526917261b86f4c75c3253	4252725	released
541ccd05-1933-4e8e-863f-e0145af65852	59b79577-34ef-47d4-afbf-4eddf8ff771b.rna_seq.augmented_star_gene_counts.tsv	c0f5d5b388f2afd5ce663d135c029873	4240524	released
55a9ef90-80c4-45af-b65f-8c3766ad93a6	93f8d34b-ef94-4875-9cfb-7f2e5124c972.rna_seq.augmented_star_gene_counts.tsv	65580d30f3728618378e5f79089a9c6b	4220907	released
420d3651-43b4-4345-88dc-8973fb6a40b6	f296ab53-b2c2-4469-a33c-d95821bd6286.rna_seq.augmented_star_gene_counts.tsv	7c0530ef5e29195de1749b689dd292ad	4235711	released
a79328d0-1da2-4a72-a319-2badd03985e3	bcfe99a0-4126-4247-8dcc-c823ce2fdcd5.rna_seq.augmented_star_gene_counts.tsv	69003e695bcef47b4621381535c3dd8e	4241776	released
bc59ae84-15d7-4887-9233-9bab673979e1	e38cba45-52c9-413e-86e7-707598d9cf3e.rna_seq.augmented_star_gene_counts.tsv	b10c7ae80e3024e5430b3715b4be21b0	4235376	released
a1b28726-ff2b-4a60-a48a-6e4ce62fa853	1b0ce868-c996-4684-8385-a6db580c75f5.rna_seq.augmented_star_gene_counts.tsv	7603c2c8ada848a7b7790dc5db302eb1	4236502	released
